video_id,scene_label
CricketShot/v_CricketShot_g11_c03,stadium/soccer
CricketShot/v_CricketShot_g11_c04,stadium/soccer
CricketShot/v_CricketShot_g11_c05,stadium/soccer
CricketShot/v_CricketShot_g11_c06,stadium/soccer
CricketShot/v_CricketShot_g11_c07,stadium/soccer
CricketShot/v_CricketShot_g12_c01,clean_room
CricketShot/v_CricketShot_g12_c02,clean_room
CricketShot/v_CricketShot_g12_c03,clean_room
CricketShot/v_CricketShot_g12_c04,clean_room
CricketShot/v_CricketShot_g12_c05,clean_room
CricketShot/v_CricketShot_g12_c06,clean_room
CricketShot/v_CricketShot_g12_c07,clean_room
CricketShot/v_CricketShot_g13_c01,kennel/outdoor
CricketShot/v_CricketShot_g13_c02,kennel/outdoor
CricketShot/v_CricketShot_g13_c03,kennel/outdoor
CricketShot/v_CricketShot_g13_c04,kennel/outdoor
CricketShot/v_CricketShot_g13_c05,kennel/outdoor
CricketShot/v_CricketShot_g13_c06,kennel/outdoor
CricketShot/v_CricketShot_g13_c07,kennel/outdoor
CricketShot/v_CricketShot_g14_c01,golf_course
CricketShot/v_CricketShot_g14_c02,golf_course
CricketShot/v_CricketShot_g14_c03,golf_course
CricketShot/v_CricketShot_g14_c04,recreation_room
CricketShot/v_CricketShot_g14_c05,recreation_room
CricketShot/v_CricketShot_g14_c06,recreation_room
CricketShot/v_CricketShot_g14_c07,recreation_room
CricketShot/v_CricketShot_g15_c01,golf_course
CricketShot/v_CricketShot_g15_c02,golf_course
CricketShot/v_CricketShot_g15_c03,golf_course
CricketShot/v_CricketShot_g15_c04,baseball_field
CricketShot/v_CricketShot_g15_c05,baseball_field
CricketShot/v_CricketShot_g15_c06,golf_course
CricketShot/v_CricketShot_g15_c07,golf_course
CricketShot/v_CricketShot_g16_c01,stadium/football
CricketShot/v_CricketShot_g16_c02,stadium/soccer
CricketShot/v_CricketShot_g16_c03,stadium/soccer
CricketShot/v_CricketShot_g16_c04,baseball_field
CricketShot/v_CricketShot_g16_c05,baseball_field
CricketShot/v_CricketShot_g16_c06,baseball_field
CricketShot/v_CricketShot_g16_c07,baseball_field
CricketShot/v_CricketShot_g17_c01,stadium/football
CricketShot/v_CricketShot_g17_c02,stadium/football
CricketShot/v_CricketShot_g17_c03,stadium/football
CricketShot/v_CricketShot_g17_c04,stadium/football
CricketShot/v_CricketShot_g17_c05,stadium/football
CricketShot/v_CricketShot_g17_c06,stadium/football
CricketShot/v_CricketShot_g18_c01,stadium/football
CricketShot/v_CricketShot_g18_c02,stadium/football
CricketShot/v_CricketShot_g18_c03,stadium/football
CricketShot/v_CricketShot_g18_c04,stadium/football
CricketShot/v_CricketShot_g18_c05,stadium/football
CricketShot/v_CricketShot_g19_c01,baseball_field
CricketShot/v_CricketShot_g19_c02,baseball_field
CricketShot/v_CricketShot_g19_c03,baseball_field
CricketShot/v_CricketShot_g19_c04,baseball_field
CricketShot/v_CricketShot_g19_c05,baseball_field
CricketShot/v_CricketShot_g20_c01,golf_course
CricketShot/v_CricketShot_g20_c02,golf_course
CricketShot/v_CricketShot_g20_c03,golf_course
CricketShot/v_CricketShot_g20_c04,golf_course
CricketShot/v_CricketShot_g20_c05,golf_course
CricketShot/v_CricketShot_g20_c06,golf_course
CricketShot/v_CricketShot_g20_c07,golf_course
CricketShot/v_CricketShot_g21_c01,subway_station/platform
CricketShot/v_CricketShot_g21_c02,subway_station/platform
CricketShot/v_CricketShot_g21_c03,subway_station/platform
CricketShot/v_CricketShot_g21_c04,subway_station/platform
CricketShot/v_CricketShot_g21_c05,subway_station/platform
CricketShot/v_CricketShot_g21_c06,barndoor
CricketShot/v_CricketShot_g22_c01,martial_arts_gym
CricketShot/v_CricketShot_g22_c02,martial_arts_gym
CricketShot/v_CricketShot_g22_c03,martial_arts_gym
CricketShot/v_CricketShot_g22_c04,martial_arts_gym
CricketShot/v_CricketShot_g22_c05,martial_arts_gym
CricketShot/v_CricketShot_g22_c06,martial_arts_gym
CricketShot/v_CricketShot_g22_c07,martial_arts_gym
CricketShot/v_CricketShot_g23_c01,recreation_room
CricketShot/v_CricketShot_g23_c02,recreation_room
CricketShot/v_CricketShot_g23_c03,recreation_room
CricketShot/v_CricketShot_g23_c04,recreation_room
CricketShot/v_CricketShot_g23_c05,recreation_room
CricketShot/v_CricketShot_g24_c01,kennel/outdoor
CricketShot/v_CricketShot_g24_c02,kennel/outdoor
CricketShot/v_CricketShot_g24_c03,kennel/outdoor
CricketShot/v_CricketShot_g24_c04,kennel/outdoor
CricketShot/v_CricketShot_g24_c05,kennel/outdoor
CricketShot/v_CricketShot_g24_c06,kennel/outdoor
CricketShot/v_CricketShot_g24_c07,kennel/outdoor
CricketShot/v_CricketShot_g25_c01,golf_course
CricketShot/v_CricketShot_g25_c02,golf_course
CricketShot/v_CricketShot_g25_c03,soccer_field
CricketShot/v_CricketShot_g25_c04,golf_course
CricketShot/v_CricketShot_g25_c05,golf_course
CricketShot/v_CricketShot_g25_c06,golf_course
CricketShot/v_CricketShot_g25_c07,golf_course
CuttingInKitchen/v_CuttingInKitchen_g01_c01,home_theater
CuttingInKitchen/v_CuttingInKitchen_g01_c02,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g01_c03,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g01_c04,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g01_c05,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g02_c01,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g02_c02,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g02_c03,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g02_c04,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g03_c01,art_gallery
CuttingInKitchen/v_CuttingInKitchen_g03_c02,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g03_c03,home_theater
CuttingInKitchen/v_CuttingInKitchen_g03_c04,home_theater
CuttingInKitchen/v_CuttingInKitchen_g04_c01,natural_history_museum
CuttingInKitchen/v_CuttingInKitchen_g04_c02,natural_history_museum
CuttingInKitchen/v_CuttingInKitchen_g04_c03,science_museum
CuttingInKitchen/v_CuttingInKitchen_g04_c04,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g04_c05,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g05_c01,jacuzzi/indoor
CuttingInKitchen/v_CuttingInKitchen_g05_c02,jacuzzi/indoor
CuttingInKitchen/v_CuttingInKitchen_g05_c03,bakery/shop
CuttingInKitchen/v_CuttingInKitchen_g05_c04,bakery/shop
CuttingInKitchen/v_CuttingInKitchen_g05_c05,jacuzzi/indoor
CuttingInKitchen/v_CuttingInKitchen_g05_c06,bakery/shop
CuttingInKitchen/v_CuttingInKitchen_g06_c01,playroom
CuttingInKitchen/v_CuttingInKitchen_g06_c02,sandbox
CuttingInKitchen/v_CuttingInKitchen_g06_c03,burial_chamber
CuttingInKitchen/v_CuttingInKitchen_g06_c04,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g06_c05,movie_theater/indoor
CuttingInKitchen/v_CuttingInKitchen_g07_c01,home_theater
CuttingInKitchen/v_CuttingInKitchen_g07_c02,science_museum
CuttingInKitchen/v_CuttingInKitchen_g07_c03,fountain
CuttingInKitchen/v_CuttingInKitchen_g07_c04,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g08_c01,berth
CuttingInKitchen/v_CuttingInKitchen_g08_c02,berth
CuttingInKitchen/v_CuttingInKitchen_g08_c03,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g08_c04,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g09_c01,playroom
CuttingInKitchen/v_CuttingInKitchen_g09_c02,home_theater
CuttingInKitchen/v_CuttingInKitchen_g09_c03,home_theater
CuttingInKitchen/v_CuttingInKitchen_g09_c04,science_museum
CuttingInKitchen/v_CuttingInKitchen_g10_c01,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g10_c02,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g10_c03,sushi_bar
CuttingInKitchen/v_CuttingInKitchen_g10_c04,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g10_c05,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g10_c06,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g10_c07,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g11_c01,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g11_c02,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g11_c03,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g11_c04,childs_room
CuttingInKitchen/v_CuttingInKitchen_g12_c01,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g12_c02,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g12_c03,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g12_c04,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g13_c01,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g13_c02,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g13_c03,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g13_c04,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g14_c01,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g14_c02,science_museum
CuttingInKitchen/v_CuttingInKitchen_g14_c03,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g14_c04,science_museum
CuttingInKitchen/v_CuttingInKitchen_g15_c01,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g15_c02,artists_loft
CuttingInKitchen/v_CuttingInKitchen_g15_c03,igloo
CuttingInKitchen/v_CuttingInKitchen_g15_c04,igloo
CuttingInKitchen/v_CuttingInKitchen_g16_c01,sauna
CuttingInKitchen/v_CuttingInKitchen_g16_c02,pizzeria
CuttingInKitchen/v_CuttingInKitchen_g16_c03,sushi_bar
CuttingInKitchen/v_CuttingInKitchen_g16_c04,staircase
CuttingInKitchen/v_CuttingInKitchen_g17_c01,sauna
CuttingInKitchen/v_CuttingInKitchen_g17_c02,sauna
CuttingInKitchen/v_CuttingInKitchen_g17_c03,staircase
CuttingInKitchen/v_CuttingInKitchen_g17_c04,elevator_shaft
CuttingInKitchen/v_CuttingInKitchen_g18_c01,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g18_c02,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g18_c03,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g18_c04,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g19_c01,home_theater
CuttingInKitchen/v_CuttingInKitchen_g19_c02,home_theater
CuttingInKitchen/v_CuttingInKitchen_g19_c03,home_theater
CuttingInKitchen/v_CuttingInKitchen_g19_c04,home_theater
CuttingInKitchen/v_CuttingInKitchen_g20_c01,sushi_bar
CuttingInKitchen/v_CuttingInKitchen_g20_c02,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g20_c03,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g20_c04,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g21_c01,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g21_c02,sushi_bar
CuttingInKitchen/v_CuttingInKitchen_g21_c03,sushi_bar
CuttingInKitchen/v_CuttingInKitchen_g21_c04,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g22_c01,kitchen
CuttingInKitchen/v_CuttingInKitchen_g22_c02,ice_cream_parlor
CuttingInKitchen/v_CuttingInKitchen_g22_c03,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g22_c04,biology_laboratory
CuttingInKitchen/v_CuttingInKitchen_g23_c01,restaurant_kitchen
CuttingInKitchen/v_CuttingInKitchen_g23_c02,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g23_c03,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g23_c04,butchers_shop
CuttingInKitchen/v_CuttingInKitchen_g24_c01,hangar/indoor
CuttingInKitchen/v_CuttingInKitchen_g24_c02,playroom
CuttingInKitchen/v_CuttingInKitchen_g24_c03,hangar/indoor
CuttingInKitchen/v_CuttingInKitchen_g24_c04,basement
CuttingInKitchen/v_CuttingInKitchen_g25_c01,science_museum
CuttingInKitchen/v_CuttingInKitchen_g25_c02,art_studio
CuttingInKitchen/v_CuttingInKitchen_g25_c03,art_studio
CuttingInKitchen/v_CuttingInKitchen_g25_c04,veterinarians_office
CuttingInKitchen/v_CuttingInKitchen_g25_c05,natural_history_museum
CuttingInKitchen/v_CuttingInKitchen_g25_c06,jewelry_shop
Diving/v_Diving_g01_c01,swimming_pool/indoor
Diving/v_Diving_g01_c02,swimming_pool/indoor
Diving/v_Diving_g01_c03,swimming_pool/indoor
Diving/v_Diving_g01_c04,swimming_pool/indoor
Diving/v_Diving_g01_c05,swimming_pool/indoor
Diving/v_Diving_g01_c06,swimming_pool/indoor
Diving/v_Diving_g01_c07,swimming_pool/indoor
Diving/v_Diving_g02_c01,swimming_pool/indoor
Diving/v_Diving_g02_c02,swimming_pool/indoor
Diving/v_Diving_g02_c03,swimming_pool/indoor
Diving/v_Diving_g02_c04,swimming_pool/indoor
Diving/v_Diving_g02_c05,swimming_pool/indoor
Diving/v_Diving_g02_c06,swimming_pool/indoor
Diving/v_Diving_g02_c07,swimming_pool/indoor
Diving/v_Diving_g03_c01,swimming_pool/outdoor
Diving/v_Diving_g03_c02,swimming_pool/outdoor
Diving/v_Diving_g03_c03,swimming_pool/outdoor
Diving/v_Diving_g03_c04,swimming_pool/outdoor
Diving/v_Diving_g03_c05,swimming_pool/outdoor
Diving/v_Diving_g03_c06,swimming_pool/outdoor
Diving/v_Diving_g03_c07,swimming_pool/outdoor
Diving/v_Diving_g04_c01,swimming_pool/indoor
Diving/v_Diving_g04_c02,swimming_pool/indoor
Diving/v_Diving_g04_c03,swimming_pool/indoor
Diving/v_Diving_g04_c04,swimming_pool/indoor
Diving/v_Diving_g04_c05,swimming_pool/indoor
Diving/v_Diving_g04_c06,swimming_pool/indoor
Diving/v_Diving_g04_c07,swimming_pool/indoor
Diving/v_Diving_g05_c01,swimming_pool/indoor
Diving/v_Diving_g05_c02,swimming_pool/indoor
Diving/v_Diving_g05_c03,swimming_pool/indoor
Diving/v_Diving_g05_c04,swimming_pool/indoor
Diving/v_Diving_g05_c05,swimming_pool/indoor
Diving/v_Diving_g05_c06,swimming_pool/indoor
Diving/v_Diving_g06_c01,swimming_pool/indoor
Diving/v_Diving_g06_c02,swimming_pool/indoor
Diving/v_Diving_g06_c03,swimming_pool/indoor
Diving/v_Diving_g06_c04,swimming_pool/indoor
Diving/v_Diving_g06_c05,swimming_pool/indoor
Diving/v_Diving_g06_c06,swimming_pool/indoor
Diving/v_Diving_g06_c07,swimming_pool/indoor
Diving/v_Diving_g07_c01,hot_spring
Diving/v_Diving_g07_c02,swimming_pool/outdoor
Diving/v_Diving_g07_c03,swimming_pool/indoor
Diving/v_Diving_g07_c04,swimming_pool/indoor
Diving/v_Diving_g08_c01,swimming_pool/indoor
Diving/v_Diving_g08_c02,swimming_pool/indoor
Diving/v_Diving_g08_c03,swimming_pool/indoor
Diving/v_Diving_g08_c04,swimming_pool/indoor
Diving/v_Diving_g08_c05,swimming_pool/indoor
Diving/v_Diving_g08_c06,swimming_pool/indoor
Diving/v_Diving_g09_c01,swimming_pool/outdoor
Diving/v_Diving_g09_c02,swimming_pool/outdoor
Diving/v_Diving_g09_c03,swimming_pool/outdoor
Diving/v_Diving_g09_c04,swimming_pool/indoor
Diving/v_Diving_g09_c05,swimming_pool/outdoor
Diving/v_Diving_g09_c06,swimming_pool/outdoor
Diving/v_Diving_g09_c07,swimming_pool/outdoor
Diving/v_Diving_g10_c01,swimming_pool/indoor
Diving/v_Diving_g10_c02,swimming_pool/indoor
Diving/v_Diving_g10_c03,swimming_pool/indoor
Diving/v_Diving_g10_c04,swimming_pool/outdoor
Diving/v_Diving_g10_c05,swimming_pool/indoor
Diving/v_Diving_g10_c06,swimming_pool/indoor
Diving/v_Diving_g10_c07,swimming_pool/indoor
Diving/v_Diving_g11_c01,swimming_pool/indoor
Diving/v_Diving_g11_c02,swimming_pool/indoor
Diving/v_Diving_g11_c03,swimming_pool/indoor
Diving/v_Diving_g11_c04,swimming_pool/indoor
Diving/v_Diving_g11_c05,swimming_pool/indoor
Diving/v_Diving_g11_c06,swimming_pool/indoor
Diving/v_Diving_g12_c01,swimming_pool/indoor
Diving/v_Diving_g12_c02,swimming_pool/outdoor
Diving/v_Diving_g12_c03,swimming_pool/outdoor
Diving/v_Diving_g12_c04,swimming_pool/outdoor
Diving/v_Diving_g12_c05,canal/urban
Diving/v_Diving_g12_c06,swimming_pool/outdoor
Diving/v_Diving_g12_c07,hot_spring
Diving/v_Diving_g13_c01,swimming_pool/indoor
Diving/v_Diving_g13_c02,engine_room
Diving/v_Diving_g13_c03,swimming_pool/indoor
Diving/v_Diving_g13_c04,engine_room
Diving/v_Diving_g13_c05,swimming_pool/indoor
Diving/v_Diving_g13_c06,swimming_pool/indoor
Diving/v_Diving_g13_c07,swimming_pool/indoor
Diving/v_Diving_g14_c01,swimming_pool/indoor
Diving/v_Diving_g14_c02,swimming_pool/indoor
Diving/v_Diving_g14_c03,swimming_pool/indoor
Diving/v_Diving_g14_c04,swimming_pool/outdoor
Diving/v_Diving_g15_c01,swimming_pool/indoor
Diving/v_Diving_g15_c02,swimming_pool/indoor
Diving/v_Diving_g15_c03,swimming_pool/indoor
Diving/v_Diving_g15_c04,swimming_pool/indoor
Diving/v_Diving_g15_c05,swimming_pool/indoor
Diving/v_Diving_g15_c06,swimming_pool/indoor
Diving/v_Diving_g15_c07,swimming_pool/indoor
Diving/v_Diving_g16_c01,swimming_pool/indoor
Diving/v_Diving_g16_c02,engine_room
Diving/v_Diving_g16_c03,assembly_line
Diving/v_Diving_g16_c04,swimming_pool/indoor
Diving/v_Diving_g16_c05,assembly_line
Diving/v_Diving_g17_c01,swimming_pool/indoor
Diving/v_Diving_g17_c02,swimming_pool/indoor
Diving/v_Diving_g17_c03,swimming_pool/indoor
Diving/v_Diving_g17_c04,swimming_pool/indoor
Diving/v_Diving_g18_c01,swimming_pool/indoor
Diving/v_Diving_g18_c02,swimming_pool/indoor
Diving/v_Diving_g18_c03,swimming_pool/indoor
Diving/v_Diving_g18_c04,swimming_pool/indoor
Diving/v_Diving_g19_c01,assembly_line
Diving/v_Diving_g19_c02,assembly_line
Diving/v_Diving_g19_c03,auto_factory
Diving/v_Diving_g19_c04,swimming_pool/indoor
Diving/v_Diving_g20_c01,swimming_pool/indoor
Diving/v_Diving_g20_c02,swimming_pool/indoor
Diving/v_Diving_g20_c03,swimming_pool/indoor
Diving/v_Diving_g20_c04,swimming_pool/indoor
Diving/v_Diving_g20_c05,swimming_pool/indoor
Diving/v_Diving_g20_c06,swimming_pool/indoor
Diving/v_Diving_g20_c07,swimming_pool/indoor
Diving/v_Diving_g21_c01,swimming_pool/indoor
Diving/v_Diving_g21_c02,swimming_pool/indoor
Diving/v_Diving_g21_c03,swimming_pool/indoor
Diving/v_Diving_g21_c04,swimming_pool/indoor
Diving/v_Diving_g21_c05,swimming_pool/indoor
Diving/v_Diving_g21_c06,swimming_pool/indoor
Diving/v_Diving_g21_c07,swimming_pool/indoor
Diving/v_Diving_g22_c01,swimming_pool/indoor
Diving/v_Diving_g22_c02,swimming_pool/indoor
Diving/v_Diving_g22_c03,swimming_pool/indoor
Diving/v_Diving_g22_c04,swimming_pool/indoor
Diving/v_Diving_g22_c05,swimming_pool/indoor
Diving/v_Diving_g22_c06,swimming_pool/indoor
Diving/v_Diving_g23_c01,swimming_pool/indoor
Diving/v_Diving_g23_c02,swimming_pool/indoor
Diving/v_Diving_g23_c03,swimming_pool/indoor
Diving/v_Diving_g23_c04,swimming_pool/indoor
Diving/v_Diving_g23_c05,swimming_pool/indoor
Diving/v_Diving_g23_c06,swimming_pool/indoor
Diving/v_Diving_g24_c01,swimming_pool/indoor
Diving/v_Diving_g24_c02,swimming_pool/indoor
Diving/v_Diving_g24_c03,swimming_pool/indoor
Diving/v_Diving_g24_c04,swimming_pool/indoor
Diving/v_Diving_g24_c05,swimming_pool/indoor
Diving/v_Diving_g24_c06,swimming_pool/indoor
Diving/v_Diving_g24_c07,swimming_pool/indoor
Diving/v_Diving_g25_c01,swimming_pool/indoor
Diving/v_Diving_g25_c02,assembly_line
Diving/v_Diving_g25_c03,swimming_pool/indoor
Diving/v_Diving_g25_c04,swimming_pool/indoor
Drumming/v_Drumming_g01_c01,jewelry_shop
Drumming/v_Drumming_g01_c02,orchestra_pit
Drumming/v_Drumming_g01_c03,orchestra_pit
Drumming/v_Drumming_g01_c04,arena/performance
Drumming/v_Drumming_g01_c05,arena/performance
Drumming/v_Drumming_g01_c06,arena/performance
Drumming/v_Drumming_g01_c07,arena/performance
Drumming/v_Drumming_g02_c01,orchestra_pit
Drumming/v_Drumming_g02_c02,orchestra_pit
Drumming/v_Drumming_g02_c03,orchestra_pit
Drumming/v_Drumming_g02_c04,orchestra_pit
Drumming/v_Drumming_g02_c05,orchestra_pit
Drumming/v_Drumming_g02_c06,orchestra_pit
Drumming/v_Drumming_g02_c07,orchestra_pit
Drumming/v_Drumming_g03_c01,arena/performance
Drumming/v_Drumming_g03_c02,arena/performance
Drumming/v_Drumming_g03_c03,arena/performance
Drumming/v_Drumming_g03_c04,arena/performance
Drumming/v_Drumming_g03_c05,arena/performance
Drumming/v_Drumming_g04_c01,operating_room
Drumming/v_Drumming_g04_c02,operating_room
Drumming/v_Drumming_g04_c03,operating_room
Drumming/v_Drumming_g04_c04,operating_room
Drumming/v_Drumming_g04_c05,gymnasium/indoor
Drumming/v_Drumming_g04_c06,operating_room
Drumming/v_Drumming_g04_c07,operating_room
Drumming/v_Drumming_g05_c01,restaurant_kitchen
Drumming/v_Drumming_g05_c02,restaurant_kitchen
Drumming/v_Drumming_g05_c03,orchestra_pit
Drumming/v_Drumming_g05_c04,restaurant_kitchen
Drumming/v_Drumming_g05_c05,orchestra_pit
Drumming/v_Drumming_g05_c06,jewelry_shop
Drumming/v_Drumming_g06_c01,hospital_room
Drumming/v_Drumming_g06_c02,hospital_room
Drumming/v_Drumming_g06_c03,hospital_room
Drumming/v_Drumming_g06_c04,hospital_room
Drumming/v_Drumming_g06_c05,hospital_room
Drumming/v_Drumming_g06_c06,hospital_room
Drumming/v_Drumming_g07_c01,chemistry_lab
Drumming/v_Drumming_g07_c02,chemistry_lab
Drumming/v_Drumming_g07_c03,chemistry_lab
Drumming/v_Drumming_g07_c04,chemistry_lab
Drumming/v_Drumming_g07_c05,chemistry_lab
Drumming/v_Drumming_g07_c06,chemistry_lab
Drumming/v_Drumming_g07_c07,chemistry_lab
Drumming/v_Drumming_g08_c01,orchestra_pit
Drumming/v_Drumming_g08_c02,orchestra_pit
Drumming/v_Drumming_g08_c03,orchestra_pit
Drumming/v_Drumming_g08_c04,television_studio
Drumming/v_Drumming_g08_c05,orchestra_pit
Drumming/v_Drumming_g09_c01,orchestra_pit
Drumming/v_Drumming_g09_c02,stage/indoor
Drumming/v_Drumming_g09_c03,orchestra_pit
Drumming/v_Drumming_g09_c04,orchestra_pit
Drumming/v_Drumming_g10_c01,beauty_salon
Drumming/v_Drumming_g10_c02,beauty_salon
Drumming/v_Drumming_g10_c03,chemistry_lab
Drumming/v_Drumming_g10_c04,beauty_salon
Drumming/v_Drumming_g10_c05,kitchen
Drumming/v_Drumming_g10_c06,kitchen
Drumming/v_Drumming_g10_c07,beauty_salon
Drumming/v_Drumming_g11_c01,music_studio
Drumming/v_Drumming_g11_c02,music_studio
Drumming/v_Drumming_g11_c03,music_studio
Drumming/v_Drumming_g11_c04,music_studio
Drumming/v_Drumming_g11_c05,music_studio
Drumming/v_Drumming_g11_c06,music_studio
Drumming/v_Drumming_g11_c07,music_studio
Drumming/v_Drumming_g12_c01,engine_room
Drumming/v_Drumming_g12_c02,engine_room
Drumming/v_Drumming_g12_c03,engine_room
Drumming/v_Drumming_g12_c04,engine_room
Drumming/v_Drumming_g12_c05,physics_laboratory
Drumming/v_Drumming_g12_c06,engine_room
Drumming/v_Drumming_g12_c07,engine_room
Drumming/v_Drumming_g13_c01,stage/indoor
Drumming/v_Drumming_g13_c02,orchestra_pit
Drumming/v_Drumming_g13_c03,orchestra_pit
Drumming/v_Drumming_g13_c04,orchestra_pit
Drumming/v_Drumming_g13_c05,orchestra_pit
Drumming/v_Drumming_g13_c06,orchestra_pit
Drumming/v_Drumming_g13_c07,aquarium
Drumming/v_Drumming_g14_c01,orchestra_pit
Drumming/v_Drumming_g14_c02,orchestra_pit
Drumming/v_Drumming_g14_c03,orchestra_pit
Drumming/v_Drumming_g14_c04,orchestra_pit
Drumming/v_Drumming_g14_c05,orchestra_pit
Drumming/v_Drumming_g14_c06,orchestra_pit
Drumming/v_Drumming_g15_c01,physics_laboratory
Drumming/v_Drumming_g15_c02,physics_laboratory
Drumming/v_Drumming_g15_c03,physics_laboratory
Drumming/v_Drumming_g15_c04,physics_laboratory
Drumming/v_Drumming_g15_c05,physics_laboratory
Drumming/v_Drumming_g15_c06,physics_laboratory
Drumming/v_Drumming_g15_c07,physics_laboratory
Drumming/v_Drumming_g16_c01,music_studio
Drumming/v_Drumming_g16_c02,music_studio
Drumming/v_Drumming_g16_c03,television_studio
Drumming/v_Drumming_g16_c04,physics_laboratory
Drumming/v_Drumming_g16_c05,music_studio
Drumming/v_Drumming_g16_c06,music_studio
Drumming/v_Drumming_g16_c07,music_studio
Drumming/v_Drumming_g17_c01,television_studio
Drumming/v_Drumming_g17_c02,television_studio
Drumming/v_Drumming_g17_c03,television_studio
Drumming/v_Drumming_g17_c04,television_studio
Drumming/v_Drumming_g17_c05,television_studio
Drumming/v_Drumming_g17_c06,television_studio
Drumming/v_Drumming_g17_c07,television_studio
Drumming/v_Drumming_g18_c01,orchestra_pit
Drumming/v_Drumming_g18_c02,orchestra_pit
Drumming/v_Drumming_g18_c03,arena/performance
Drumming/v_Drumming_g18_c04,orchestra_pit
Drumming/v_Drumming_g18_c05,orchestra_pit
Drumming/v_Drumming_g18_c06,orchestra_pit
Drumming/v_Drumming_g19_c01,orchestra_pit
Drumming/v_Drumming_g19_c02,orchestra_pit
Drumming/v_Drumming_g19_c03,orchestra_pit
Drumming/v_Drumming_g19_c04,orchestra_pit
Drumming/v_Drumming_g19_c05,orchestra_pit
Drumming/v_Drumming_g19_c06,orchestra_pit
Drumming/v_Drumming_g19_c07,orchestra_pit
Drumming/v_Drumming_g20_c01,music_studio
Drumming/v_Drumming_g20_c02,physics_laboratory
Drumming/v_Drumming_g20_c03,physics_laboratory
Drumming/v_Drumming_g20_c04,physics_laboratory
Drumming/v_Drumming_g20_c05,bank_vault
Drumming/v_Drumming_g20_c06,music_studio
Drumming/v_Drumming_g20_c07,engine_room
Drumming/v_Drumming_g21_c01,orchestra_pit
Drumming/v_Drumming_g21_c02,orchestra_pit
Drumming/v_Drumming_g21_c03,orchestra_pit
Drumming/v_Drumming_g21_c04,orchestra_pit
Drumming/v_Drumming_g21_c05,orchestra_pit
Drumming/v_Drumming_g21_c06,orchestra_pit
Drumming/v_Drumming_g21_c07,orchestra_pit
Drumming/v_Drumming_g22_c01,music_studio
Drumming/v_Drumming_g22_c02,music_studio
Drumming/v_Drumming_g22_c03,orchestra_pit
Drumming/v_Drumming_g22_c04,television_studio
Drumming/v_Drumming_g23_c01,orchestra_pit
Drumming/v_Drumming_g23_c02,orchestra_pit
Drumming/v_Drumming_g23_c03,orchestra_pit
